"","score","text"
"1185",0,"Dear Customer, A/c xxx 4992 charged Rs. 337.08 for non maintenance in APR 15. Pls maintain req bal to avoid charges by @HDFC @narendramodi"
"1186",0,"RT @Oneindia: Embarassment for Modi Govt! NDA Ministers' 'casual' attitude hurting development work, says UP MP

http://t.co/YeKkYuo0TT
#Na<U+2026>"
"1187",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"1188",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"1189",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"1190",0,"RT @Neelam_Soti: .@narendramodi ji no big BJP leader came to give solace to victims of Saharanpur riots. Shopkeepers lost a lot in those ri<U+2026>"
"1191",0,"@narendramodi Dear Sir, you shud read this blog. http://t.co/avFBTfShEU
@BJP4India @AmitShahOffice"
"1192",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> <U+0928><U+0939><U+0940><U+0902> <U+0924><U+094B> <U+0914><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0948>?60 <U+0938><U+093E><U+0932> <U+0924><U+0915> <U+092E><U+0939><U+0932><U+094B> <U+092E><U+0947><U+0902> <U+0930><U+0939><U+0915><U+0930> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+091A><U+0942><U+0938><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+0948><U+0926><U+0932> <U+092F><U+093E><U+0924><U+094D><U+0930><U+093E> <U+0915><U+094B> <U+092E><U+091C><U+092C><U+0942><U+0930> <U+0939><U+094B> <U+0917><U+090F>! <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+2026>"
"1193",-3,"RT @Neelam_Soti: .@narendramodi ji opposition made fake church attacks a matter of national debate. Why can't BJP trigger a debate on real <U+2026>"
"1194",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1195",0,"@IshanMishr @narendramodi 
<U+0938><U+0947><U+0915><U+0941><U+0932><U+0930>-<U+0938><U+0947><U+0915><U+0941><U+0932><U+0930> <U+0916><U+0947><U+0932><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+094B> <U+0915><U+0941><U+091B> <U+0938><U+0940><U+0916><U+0928><U+0947> <U+0928> <U+0926><U+0947><U+0917><U+0947><U+0902><U+0964>"
"1196",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"1197",0,"@JoiyaDr @narendramodi @RSSorg @VgDaula <U+0932><U+094B><U+092D><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930><U+094B><U+0902> <U+0928><U+0947> <U+0938><U+0924><U+094D><U+092F> <U+0915><U+093E> <U+0935><U+0927><U+0915><U+0930> <U+0926><U+093F><U+092F><U+093E>,<U+0927><U+0930><U+094D><U+092E> <U+0915><U+094B> <U+091A><U+0930><U+094D><U+0917><U+0908>.#<U+0905><U+092C> <U+0926><U+0947><U+0936> <U+092E><U+0947><U+0902> <U+0909><U+0924><U+094D><U+0924><U+092E> <U+0938><U+0930><U+0915><U+093E><U+0930> RSS<U+0915><U+0947> <U+0938><U+0902><U+0924><U+094B> <U+0915><U+093E> <U+0938><U+092E><U+094D><U+092E><U+093E><U+0928><U+094D><U+0939><U+094B>"
"1198",0,"RT @suyashdeep: #TweetRobo http://t.co/qs6HXCpHm3 https://t.co/jL2Br1faMi"
"1199",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"1200",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1201",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1202",-3,"RT @Neelam_Soti: .@narendramodi ji opposition made fake church attacks a matter of national debate. Why can't BJP trigger a debate on real <U+2026>"
"1203",1,"RT @sarkar_swati: Excellent set of tweets from @Neelam_Soti demanding that PM @narendramodi speak up on riots against Hindus. Read: https:/<U+2026>"
"1204",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1205",2,"RT @narendramodi: A splendid effort towards a Clean India by BJP Karyakartas in Varanasi!  #MyCleanIndia http://t.co/aGPfXSQZ8a http://t.co<U+2026>"
"1206",0,"RT @amitbaj96745453: Latest Interview of @narendramodi ji with TIME. Share it. 
http://t.co/SurRXJSyMw http://t.co/meG5Eg0F3V"
"1207",0,"RT @Neelam_Soti: .@narendramodi ji no big BJP leader came to give solace to victims of Saharanpur riots. Shopkeepers lost a lot in those ri<U+2026>"
"1208",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"1209",0,"ARHAR DAL
MAY 2014.  Rs 65/kg
MAY 2015.   Rs 100/kg
#NoAchchheDin
@narendramodi"
"1210",0,"RT @Neelam_Soti: .@narendramodi ji why don't you send a Home Ministry delegation to inspect Nadia Riots? That will give strength and solace<U+2026>"
"1211",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1212",0,"RT @hydyouthcong: President sir shud conduct erections again now and rahul sir will win full majority and narendramodi will loss deposits"
"1213",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"1214",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"1215",0,"RT @ChaudhryShankar: Yes, #ModiMatters in many ways . @narendramodi on cover page of @TIME once again. Read here http://t.co/UxviyGHREi htt<U+2026>"
"1216",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"1217",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"1218",0,"@aajtak @narendramodi @OfficeOfRG <U+0930><U+093E><U+0939><U+0941><U+0932> <U+091C><U+0940> <U+092A><U+0939><U+0932><U+0947> <U+0926><U+093F><U+0928> <U+0938><U+0947> <U+0939><U+0940><U+0902> Tutter <U+092A><U+0930> <U+0907><U+0924><U+0928><U+0940> <U+0918><U+091F><U+093F><U+092F><U+093E> <U+092C><U+092F><U+093E><U+0928><U+092C><U+093E><U+091C><U+0940> <U+0905><U+092C> <U+0924><U+094B> <U+0915><U+093F><U+0938><U+093E><U+0928><U+094B> <U+0915><U+094B> <U+092C><U+0930><U+0917><U+0932><U+093E><U+0928><U+093E> <U+092C><U+0902><U+0926> <U+0915><U+0930><U+0947><U+0902>"
"1219",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1220",-3,"RT @Neelam_Soti: .@narendramodi ji opposition made fake church attacks a matter of national debate. Why can't BJP trigger a debate on real <U+2026>"
"1221",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"1222",4,"RT @MeenaDasNarayan: Excellent work @nitin_gadkari sir, your #KarnatakaRoadPlans make us so proud as do your other plans Bravo @narendramodi"
"1223",0,"RT @BloombergTVInd: Sources to @BloombergTVInd: PM, @narendramodi to chair infrastructure review meeting today. http://t.co/LAIQdRIUKP"
"1224",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1225",0,"RT @aruna_sekhar: In which I write an open letter to @narendramodi on how there can be no development w/o dialogue http://t.co/M2S7skAmnx #<U+2026>"
"1226",0,"What is the purpose which it served already?
@tamhanespeaks @Aravind8 @sanchit30 @Gubomaster @ShahapurkarAnil @Neelam_Soti @narendramodi"
"1227",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"1228",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1229",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview (1/2)"
"1230",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"1231",-1,"@IndiaToday @narendramodi Sir, fringe groups &amp; hard core hindutva elements like Giriraj,Shakshi are bringing disrepute to your Govt !"
"1232",0,"RT @MahaveerM_: YesWeWill
#ModiMatters
Man
Of
Developing
India
@narendramodi
https://t.co/Nuk37nWjzs http://t.co/7bG9QLB57R"
"1233",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"1234",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"1235",0,"RT @Neelam_Soti: .@narendramodi ji no big BJP leader came to give solace to victims of Saharanpur riots. Shopkeepers lost a lot in those ri<U+2026>"
"1236",1,"Excellent set of tweets from @Neelam_Soti demanding that PM @narendramodi speak up on riots against Hindus. Read: https://t.co/GkdTYegatz"
"1237",0,"RT @Neelam_Soti: .@narendramodi ji why don't you send a Home Ministry delegation to inspect Nadia Riots? That will give strength and solace<U+2026>"
"1238",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"1239",0,"RT @mkbagul171: <U+0928><U+094D><U+092F><U+093E><U+092F><U+0932><U+092F> <U+0915><U+094B> <U+091C><U+0935><U+093E><U+092C> <U+0926><U+0947><U+0928><U+093E> <U+0939><U+0940> <U+092A><U+0921><U+093C><U+0947><U+0917><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0939><U+093F><U+0928><U+094D><U+0926><U+0942> <U+0938><U+0902><U+0924><U+094B> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+0905><U+0924><U+094D><U+092F><U+093E><U+091A><U+093E><U+0930> <U+0939><U+094B> <U+0930><U+0939><U+093E> <U+0939><U+0948> ? #Bail4SalmanNot4Saints @narendramodi @AshramOr<U+2026>"
"1240",0,"@narendramodi And also the bypass of Tinsukia started around 7 years ago is till now completed.So as being the P.M Please do something..."
"1241",0,"@abpnewstv @narendramodi Modi behaves opposite to what he looks and what he speaks."
"1242",0,"RT @IshanMishr: <U+091A><U+0940><U+0928> <U+0928><U+0947> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+0924><U+093E><U+0915><U+0924> <U+0915><U+092E> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+091C><U+094B> <U+092A><U+0948><U+0902><U+0924><U+0930><U+0947> <U+0905><U+092A><U+0928><U+093E><U+090F><U+0902> <U+0939><U+0948> <U+0909><U+0938><U+0938><U+0947> <U+0905><U+0917><U+0930> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0941><U+091B> <U+0928> <U+0938><U+0940><U+0916><U+0947> <U+0924><U+094B> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+0938><U+092E><U+092F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+093E><U+0928><U+093F><U+0915><U+093E><U+0930><U+0915> <U+0939><U+0948> @nare<U+2026>"
"1243",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1244",0,"@Neelam_Soti aapne Nepal ko link kiya mam maine nahi.  Kabhi ek tweet bengal se chune Mps ko bhi daal dein @narendramodi"
"1245",1,"RT @Pkunk_: @sanjay_kkatoch He decided in favor of #VadraNomics of ""mango people"" converting 1lakh to 300cr  @loosebool @narendramodi @PMOI<U+2026>"
"1246",-1,"@narendramodi @PMOIndia @Dev_Fadnavis Sinc U R visiting China Plz understand their strategy to limit Islamic population and their activities"
"1247",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1248",0,"RT @OfficeOffRG: My first question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, chips 10 rs ka packet bikta hai. aissa anyay kyu <U+2026>"
"1249",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"1250",0,"RT @puneetpossible: <U+0926><U+0947><U+0936> <U+0915><U+0947> <U+0939><U+0930> <U+0924><U+0940><U+0930><U+094D><U+0925> <U+092E><U+0947><U+0902> <U+091C><U+093E><U+0928><U+0947> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+090F><U+0915> <U+092C><U+093E><U+0924> <U+0938><U+094D><U+092A><U+0937><U+094D><U+091F> <U+0915><U+0939> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0942><U+0902> <U+0915><U+093F> <U+092E><U+0941><U+0938><U+094D><U+0932><U+093F><U+092E><U+094B><U+0902> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0905><U+092C> <U+0908><U+0938><U+093E><U+0908> <U+0939><U+0930> <U+0939><U+093F><U+0902><U+0926><U+0941> <U+0924><U+0940><U+0930><U+094D><U+0925> <U+092A><U+0930> <U+091C><U+0921><U+093C><U+0947> <U+091C><U+092E><U+093E> <U+0930><U+0939><U+0947> <U+2026>"
"1251",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1252",0,"RT @OfficeOffRG: My second question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu bhujia 30 rs ka packet bikta hai. aissa any<U+2026>"
"1253",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"1254",0,"RT @news24tvchannel: <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0928><U+0947> <U+0915><U+0949><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F><U+094D><U+0938> <U+0915><U+094B> 1 <U+0938><U+093E><U+0932> <U+092E><U+0947><U+0902> <U+0926><U+0940> 62,000 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> '<U+0938><U+094C><U+0917><U+093E><U+0924>' #NarendraModi http://t.co/2eeD45DdmW http://t.co/K8vV<U+2026>"
"1255",2,"RT @imSRS: @shuklashraddha @PMOIndia Yes , I suggest, we work on a 'BulletJustice' project, like the 'BulletTrain'project @narendramodi @th<U+2026>"
"1256",0,"RT @OfficeOffRG: My third question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, aalu ka prontha 30 rs ka bikta hai. aissa anyay k<U+2026>"
"1257",0,"RT @vgambala2: 1 more feather in @narendramodi/@PMOIndia cap..
@madhukishwar
@PathanAsmakhan
@VictoryForNamo
@jyotsnadevi33 https://t.co/wk<U+2026>"
"1258",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"1259",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"1260",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"1261",0,"RT @OfficeOffRG: My fourth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu nan 60 rs ka bikta hai. aissa anyay kyu bha<U+2026>"
"1262",0,"RT @barugaru: India Korea defence collaboration takes relationship to new level https://t.co/Reu5lvPbLu"
"1263",-1,"RT @ahmedpatel: Now who's failure is this ? https://t.co/lJLZDfFcEe"
"1264",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> <U+0928><U+0939><U+0940><U+0902> <U+0924><U+094B> <U+0914><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0948>?60 <U+0938><U+093E><U+0932> <U+0924><U+0915> <U+092E><U+0939><U+0932><U+094B> <U+092E><U+0947><U+0902> <U+0930><U+0939><U+0915><U+0930> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+091A><U+0942><U+0938><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+0948><U+0926><U+0932> <U+092F><U+093E><U+0924><U+094D><U+0930><U+093E> <U+0915><U+094B> <U+092E><U+091C><U+092C><U+0942><U+0930> <U+0939><U+094B> <U+0917><U+090F>! <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+2026>"
"1265",0,"RT @MediaVsIndia: Characterful @narendramodi. https://t.co/tgs4qlVp52"
"1266",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"1267",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1268",1,"@SreeHarsha2015 @narendramodi @ImPadmabushan @EconomicTimes @ynakg thank u sir"
"1269",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"1270",0,"RT @MediaVsIndia: Characterful @narendramodi. https://t.co/tgs4qlVp52"
"1271",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"1272",-1,"RT @KamyaTweets: Fake vs Real Sri @narendramodi got 12.1 M Followers gets 500 RT RG @OfficeOfRG got only 30K followers and 900+ RT http://t<U+2026>"
"1273",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"1274",0,"RT @MahaveerM_: YesWeWill
#ModiMatters
Man
Of
Developing
India
@narendramodi
https://t.co/Nuk37nWjzs http://t.co/7bG9QLB57R"
"1275",-1,"RT @Er_sandy_18: <U+090F><U+0915> <U+092C><U+093E><U+0930> <U+092B><U+093F><U+0930> @Narendramodi <U+091C><U+0940> @TIME <U+0915><U+0947>
<U+0915><U+0935><U+0930> <U+092A><U+0947><U+091C> <U+092A><U+0930>..
#ModiMatters
&amp;
die haters..!! http://t.co/vVWG92yykd"
"1276",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"1277",0,"RT @ChaudhryShankar: Yes, #ModiMatters in many ways . @narendramodi on cover page of @TIME once again. Read here http://t.co/UxviyGHREi htt<U+2026>"
"1278",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1279",-1,"RT @nikhithneerude: @narendramodi Hunger Strike at Bangalore #DLFBuyerExperience @DVSBJP"
"1280",0,"RT @minhazmerchant: Long, clear-headed cover story &amp; interview in @TIME with PM @narendramodi http://t.co/2dhak5N2ff"
"1281",0,"RT @IshanMishr: <U+091A><U+0940><U+0928> <U+0928><U+0947> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+0924><U+093E><U+0915><U+0924> <U+0915><U+092E> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+091C><U+094B> <U+092A><U+0948><U+0902><U+0924><U+0930><U+0947> <U+0905><U+092A><U+0928><U+093E><U+090F><U+0902> <U+0939><U+0948> <U+0909><U+0938><U+0938><U+0947> <U+0905><U+0917><U+0930> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0941><U+091B> <U+0928> <U+0938><U+0940><U+0916><U+0947> <U+0924><U+094B> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+0938><U+092E><U+092F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+093E><U+0928><U+093F><U+0915><U+093E><U+0930><U+0915> <U+0939><U+0948> @nare<U+2026>"
"1282",0,"@narendramodi rocks the cover of Time magazine once again. The world is looking at India &amp; Modi #ModiMatters http://t.co/aRAYicBTUz"
"1283",0,"RT @MediaVsIndia: Characterful @narendramodi. https://t.co/tgs4qlVp52"
"1284",0,"RT @MediaVsIndia: Characterful @narendramodi. https://t.co/tgs4qlVp52"
"1285",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"1286",-1,"""@Joydas: To Quote Sushma Swaraj: The Rupee has lost its value. The PM has lost his grace. http://t.co/d1kNHJRDrM"" tagging @narendramodi"
"1287",0,"@narendramodi if world is against Salman khan then I am against the world.....!!#goodperson#salmankhan"
"1288",0,"@Sandeep14Pilani @narendramodi @VasundharaBJP @AamAadmiParty @ArvindKejriwal so u saying if bjp cn do aap can too??"
"1289",0,"""@narendramodi: <U+0938><U+092D><U+0940> <U+0926><U+0947><U+0936><U+0935><U+093E><U+0938><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> <U+0939><U+0928><U+0941><U+092E><U+093E><U+0928> <U+091C><U+092F><U+0902><U+0924><U+0940> <U+0915><U+0940> <U+0936><U+0941><U+092D><U+0915><U+093E><U+092E><U+0928><U+093E><U+090F><U+0902><U+0964> Greetings on Hanuman Jayanti. #<U+0939><U+0928><U+0941><U+092E><U+093E><U+0928><U+091C><U+092F><U+0902><U+0924><U+0940> http://t.co/NTyC8N8yHv"" aap ko bhi"
"1290",0,"Democracy has served its purpose. Change it
@tripathitweet28 @Aravind8 @sanchit30 @Gubomaster @ShahapurkarAnil @Neelam_Soti @narendramodi"
"1291",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"1292",-1,"@EkLooney bengal me jo mar rahe hain wo aliens hain kya? @narendramodi"
"1293",0,"RT @puneetpossible: <U+0926><U+0947><U+0936> <U+0915><U+0947> <U+0939><U+0930> <U+0924><U+0940><U+0930><U+094D><U+0925> <U+092E><U+0947><U+0902> <U+091C><U+093E><U+0928><U+0947> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+090F><U+0915> <U+092C><U+093E><U+0924> <U+0938><U+094D><U+092A><U+0937><U+094D><U+091F> <U+0915><U+0939> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0942><U+0902> <U+0915><U+093F> <U+092E><U+0941><U+0938><U+094D><U+0932><U+093F><U+092E><U+094B><U+0902> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0905><U+092C> <U+0908><U+0938><U+093E><U+0908> <U+0939><U+0930> <U+0939><U+093F><U+0902><U+0926><U+0941> <U+0924><U+0940><U+0930><U+094D><U+0925> <U+092A><U+0930> <U+091C><U+0921><U+093C><U+0947> <U+091C><U+092E><U+093E> <U+0930><U+0939><U+0947> <U+2026>"
"1294",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview http://t.co/0qd6AX2ft7
https://t.co/Ttgu729wUD"
"1295",0,"RT @BNYsSERVE: @ritagupta74 @SeeteshPande Messrs @narendramodi @BJPRajnathSingh @AjitDovalFans KEEP A WATCH on WB,UP. India's Soverignty in<U+2026>"
"1296",0,"Does Congress even know @narendramodi has been honoured by @TIME. No <U+0938><U+0942><U+091D> <U+092C><U+0942><U+091D> at all. @MahikaInfra @JoshiRakesh2004 https://t.co/4lCX76OlTk"
"1297",0,"RT @rnpadukone: @Neelam_Soti @narendramodi It is not that big BJP leaders have same outlook as Modiji. Will need a decade to transform."
"1298",0,"RT @Neelam_Soti: .@narendramodi ji why don't you send a Home Ministry delegation to inspect Nadia Riots? That will give strength and solace<U+2026>"
"1299",0,"RT @nilessh_desai: @narendramodi on cover page of @TIME once again. 
#ModiMatters in many ways.
Read here http://t.co/TyXjUVj8pf"
"1300",0,"RT @MediaVsIndia: Characterful @narendramodi. https://t.co/tgs4qlVp52"
"1301",0,"RT @MyVaranasi: Selfless Effort by @anupamkpandey Ji towards #NepalEarthquake : http://t.co/7zTatPqEVv : @CRPaatil @narendramodi_in @Anupam<U+2026>"
"1302",1,"@narendramodi Mr.Narendra Modi.I have a query.Tinsukia town is added in the list of 100 smart cities of India.But till now nothing has been"
"1303",-1,"RT @MahaveerM_: Dear @narendramodi
While v Bow 2 Rabindranath Tagore on His Birth Ann'sry,His Heart Wud b bleeding 2 c #BurningBengal http:<U+2026>"
"1304",0,"RT @Neelam_Soti: .@narendramodi ji no big BJP leader came to give solace to victims of Saharanpur riots. Shopkeepers lost a lot in those ri<U+2026>"
"1305",0,"RT @rajutiwary85: Our @PMOIndia Sh @narendramodi is on @TIME again. Why #ModiMatters The World needs India #YUG http://t.co/9EXWXVQTQ8 http<U+2026>"
"1306",-1,"@narendramodi:Appeal for a total ban on cow slaughter in India"
"1307",-1,"RT @Er_sandy_18: <U+090F><U+0915> <U+092C><U+093E><U+0930> <U+092B><U+093F><U+0930> @Narendramodi <U+091C><U+0940> @TIME <U+0915><U+0947>
<U+0915><U+0935><U+0930> <U+092A><U+0947><U+091C> <U+092A><U+0930>..
#ModiMatters
&amp;
die haters..!! http://t.co/vVWG92yykd"
"1308",0,"RT @MyLoveNamo: @narendramodi http://t.co/Gm3PrkCPGw

Read NaMo's full interview here..

#YUG
#ModiMatters"
"1309",0,"RT @Neelam_Soti: .@narendramodi ji why don't you send a Home Ministry delegation to inspect Nadia Riots? That will give strength and solace<U+2026>"
"1310",0,"RT @MyVaranasi: Selfless Effort by @anupamkpandey Ji towards #NepalEarthquake : http://t.co/7zTatPqEVv : @CRPaatil @narendramodi_in @Anupam<U+2026>"
"1311",1,"@narendramodi Kindly transfer donation to build home: Bank A/C NPR-18-1960733-01; Raj K Pandey; Standard Chartered Bank; Kathmandu, Nepal"
"1312",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"1313",0,"RT @mkbagul1705: @sv_om07 @AmitSwami77 @narendramodi @DrManisha7 <U+092D><U+093E><U+0930><U+0924> <U+092E><U+0947><U+0902> <U+0938><U+0928><U+094D><U+0924><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+093F><U+0928><U+093E> <U+0938><U+092C><U+0942><U+0924> <U+0905><U+092A><U+0930><U+093E><U+0927><U+0940> <U+0935> <U+0905><U+092A><U+0930><U+093E><U+0927><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+0947><U+0932><U+0965> #Bail4SalmanNot4Sa<U+2026>"
"1314",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"1315",0,"RT @rajutiwary85: Our @PMOIndia Sh @narendramodi is on @TIME again. Why #ModiMatters.The World needs India #YUG http://t.co/9EXWXVQTQ8 http<U+2026>"
